session_id,timestamp,focus_score,symmetry_score,au1_inner_brow_raise,au2_outer_brow_raise,au4_frown,au6_cheek_raise,au7_eye_squeeze,au9_nose_wrinkle,au10_upper_lip_raise,au12_smile,au14_dimpler,au15_mouth_down,au20_lip_stretcher,au23_lip_compression,au25_mouth_open,au26_jaw_drop,head_yaw,head_pitch,blink_rate_per_min,eye_closed_sec,psychological_signals,micro_expressions,emotion_vector,dominant_emotion,confidence,tension_level,left_iris_x,left_iris_y,right_iris_x,right_iris_y,gaze_direction_x,gaze_direction_y,gaze_deviation
20260127_172224,1769506005.533031,0.3,0.987,0.179,0.185,0.0,0.424,0.357,0.478,0.0,0.0,0.846,1.0,0.0,0.0,0.133,1.0,0.238,-0.999,0.0,0.0,"{'tension_score': 0.159, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.0, 'eye_closure': 0.0, 'expression_instability': 0.062, 'emotional_influence': 0.15}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.5, 'surprise': 0.5, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",fear,0.5,low,0.325,0.837,0.435,0.829,0.006,-0.72,0.72
20260127_172224,1769506005.6126528,0.3,0.984,0.172,0.174,0.0,0.422,0.355,0.48,0.0,0.006,0.934,1.0,0.006,0.0,0.0,1.0,0.235,-0.998,0.0,0.0,"{'tension_score': 0.159, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.0, 'eye_closure': 0.0, 'expression_instability': 0.063, 'emotional_influence': 0.15}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.5, 'surprise': 0.5, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",fear,0.5,low,0.325,0.839,0.432,0.829,0.002,-0.709,0.709
20260127_172224,1769506005.6966236,0.3,0.985,0.186,0.186,0.0,0.403,0.368,0.477,0.0,0.026,0.93,1.0,0.026,0.0,0.0,1.0,0.238,-0.998,0.0,0.0,"{'tension_score': 0.16, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.0, 'eye_closure': 0.0, 'expression_instability': 0.064, 'emotional_influence': 0.15}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.5, 'surprise': 0.5, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",fear,0.5,low,0.324,0.838,0.432,0.83,-0.011,-0.738,0.738
20260127_172224,1769506005.7880228,0.3,0.984,0.175,0.173,0.0,0.411,0.372,0.475,0.0,0.016,0.908,1.0,0.016,0.0,0.0,1.0,0.231,-0.998,0.0,0.0,"{'tension_score': 0.16, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.0, 'eye_closure': 0.0, 'expression_instability': 0.064, 'emotional_influence': 0.15}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.5, 'surprise': 0.5, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",fear,0.5,low,0.323,0.839,0.432,0.83,0.004,-0.731,0.731
20260127_172224,1769506005.8679347,0.3,0.984,0.176,0.176,0.0,0.41,0.369,0.475,0.0,0.011,0.967,1.0,0.011,0.0,0.02,1.0,0.233,-0.998,0.0,0.0,"{'tension_score': 0.16, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.0, 'eye_closure': 0.0, 'expression_instability': 0.065, 'emotional_influence': 0.15}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.5, 'surprise': 0.5, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",fear,0.5,low,0.323,0.839,0.432,0.83,-0.002,-0.732,0.732
20260127_172224,1769506005.9681497,0.3,0.985,0.178,0.176,0.0,0.407,0.376,0.477,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.237,-0.998,0.0,0.0,"{'tension_score': 0.16, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.0, 'eye_closure': 0.0, 'expression_instability': 0.065, 'emotional_influence': 0.15}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.5, 'surprise': 0.5, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",fear,0.5,low,0.323,0.839,0.432,0.83,-0.003,-0.733,0.733
20260127_172224,1769506006.0433195,0.3,0.984,0.172,0.164,0.0,0.437,0.37,0.482,0.0,0.0,0.977,1.0,0.0,0.0,0.0,1.0,0.247,-0.999,0.0,0.0,"{'tension_score': 0.16, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.0, 'eye_closure': 0.0, 'expression_instability': 0.066, 'emotional_influence': 0.15}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.5, 'surprise': 0.5, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",fear,0.5,low,0.324,0.839,0.432,0.83,-0.003,-0.687,0.687
20260127_172224,1769506006.1239986,0.3,0.981,0.191,0.187,0.0,0.406,0.341,0.472,0.0,0.047,1.0,1.0,0.047,0.0,0.0,1.0,0.234,-0.998,0.0,0.0,"{'tension_score': 0.16, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.0, 'eye_closure': 0.0, 'expression_instability': 0.066, 'emotional_influence': 0.15}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.5, 'surprise': 0.5, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",fear,0.5,low,0.324,0.837,0.433,0.828,0.004,-0.753,0.753
20260127_172224,1769506006.2046676,0.3,0.986,0.18,0.175,0.0,0.413,0.361,0.475,0.0,0.076,0.937,1.0,0.076,0.0,0.0,1.0,0.239,-0.998,0.0,0.0,"{'tension_score': 0.16, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.0, 'eye_closure': 0.0, 'expression_instability': 0.066, 'emotional_influence': 0.15}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.5, 'surprise': 0.5, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",fear,0.5,low,0.324,0.837,0.433,0.828,0.001,-0.736,0.736
20260127_172224,1769506006.316844,0.3,0.981,0.169,0.153,0.0,0.418,0.374,0.471,0.0,0.092,0.896,1.0,0.092,0.0,0.0,1.0,0.226,-0.996,0.0,0.0,"{'tension_score': 0.16, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.0, 'eye_closure': 0.0, 'expression_instability': 0.066, 'emotional_influence': 0.15}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.5, 'surprise': 0.5, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",fear,0.5,low,0.322,0.835,0.433,0.825,0.011,-0.73,0.73
20260127_172224,1769506006.4111667,0.3,0.985,0.184,0.175,0.0,0.402,0.363,0.472,0.0,0.048,0.807,1.0,0.048,0.0,0.0,1.0,0.252,-0.997,0.0,0.0,"{'tension_score': 0.16, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.0, 'eye_closure': 0.0, 'expression_instability': 0.066, 'emotional_influence': 0.15}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.5, 'surprise': 0.5, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",fear,0.5,low,0.323,0.833,0.433,0.822,-0.013,-0.758,0.758
20260127_172224,1769506006.4949799,0.3,0.98,0.164,0.152,0.0,0.438,0.392,0.48,0.0,0.094,0.925,1.0,0.094,0.0,0.0,1.0,0.25,-0.996,0.0,0.0,"{'tension_score': 0.16, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.0, 'eye_closure': 0.0, 'expression_instability': 0.066, 'emotional_influence': 0.15}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.5, 'surprise': 0.5, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",fear,0.5,low,0.318,0.829,0.427,0.818,-0.007,-0.687,0.687
20260127_172224,1769506006.587762,0.3,0.981,0.158,0.144,0.0,0.437,0.398,0.483,0.0,0.044,0.991,1.0,0.044,0.0,0.0,1.0,0.255,-0.997,0.0,0.0,"{'tension_score': 0.16, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.0, 'eye_closure': 0.0, 'expression_instability': 0.066, 'emotional_influence': 0.15}}","{'au7_eye_squeeze': {'intensity': 0.398, 'duration_frames': 2, 'onset_frame': 13}}","{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.5, 'surprise': 0.5, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",fear,0.5,low,0.315,0.824,0.425,0.813,-0.001,-0.674,0.674
20260127_172224,1769506006.6676338,0.3,0.976,0.16,0.133,0.0,0.443,0.375,0.479,0.0,0.064,1.0,1.0,0.064,0.0,0.0,1.0,0.237,-0.995,0.0,0.0,"{'tension_score': 0.16, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.0, 'eye_closure': 0.0, 'expression_instability': 0.067, 'emotional_influence': 0.15}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.5, 'surprise': 0.5, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",fear,0.5,low,0.314,0.822,0.423,0.811,0.008,-0.678,0.678
20260127_172224,1769506006.7472813,0.3,0.977,0.147,0.122,0.0,0.46,0.398,0.489,0.0,0.112,1.0,1.0,0.112,0.0,0.0,1.0,0.267,-0.998,0.0,0.0,"{'tension_score': 0.01, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.0, 'eye_closure': 0.0, 'expression_instability': 0.067, 'emotional_influence': 0.0}}","{'au7_eye_squeeze': {'intensity': 0.398, 'duration_frames': 3, 'onset_frame': 12}}","{'happy': 0.404, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.596, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",surprise,0.596,low,0.314,0.821,0.423,0.809,-0.013,-0.633,0.633
20260127_172224,1769506006.8448102,0.3,0.979,0.148,0.132,0.0,0.474,0.388,0.493,0.0,0.103,1.0,1.0,0.103,0.0,0.0,1.0,0.24,-0.996,0.0,0.0,"{'tension_score': 0.01, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.0, 'eye_closure': 0.0, 'expression_instability': 0.066, 'emotional_influence': 0.0}}","{'au7_eye_squeeze': {'intensity': 0.388, 'duration_frames': 4, 'onset_frame': 11}}","{'happy': 0.403, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.597, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",surprise,0.597,low,0.313,0.817,0.421,0.806,0.029,-0.591,0.592
20260127_172224,1769506006.9395592,0.3,0.98,0.143,0.119,0.0,0.484,0.411,0.496,0.0,0.152,1.0,1.0,0.152,0.0,0.0,1.0,0.264,-0.998,0.0,0.0,"{'tension_score': 0.01, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.0, 'eye_closure': 0.0, 'expression_instability': 0.067, 'emotional_influence': 0.0}}","{'au7_eye_squeeze': {'intensity': 0.411, 'duration_frames': 5, 'onset_frame': 10}}","{'happy': 0.43, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.57, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",surprise,0.57,low,0.312,0.816,0.422,0.806,-0.007,-0.58,0.58
20260127_172224,1769506007.050861,0.3,0.978,0.139,0.119,0.0,0.498,0.404,0.497,0.0,0.111,1.0,1.0,0.111,0.0,0.041,1.0,0.24,-0.995,0.0,0.0,"{'tension_score': 0.01, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.0, 'eye_closure': 0.0, 'expression_instability': 0.066, 'emotional_influence': 0.0}}","{'au7_eye_squeeze': {'intensity': 0.404, 'duration_frames': 4, 'onset_frame': 11}}","{'happy': 0.42, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.58, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",surprise,0.58,low,0.314,0.814,0.423,0.803,0.038,-0.549,0.55
20260127_172224,1769506007.1311524,0.3,0.979,0.134,0.099,0.0,0.499,0.414,0.496,0.0,0.107,1.0,1.0,0.107,0.0,0.0,1.0,0.26,-0.996,0.0,0.0,"{'tension_score': 0.01, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.0, 'eye_closure': 0.0, 'expression_instability': 0.066, 'emotional_influence': 0.0}}","{'au7_eye_squeeze': {'intensity': 0.414, 'duration_frames': 5, 'onset_frame': 10}}","{'happy': 0.424, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.576, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",surprise,0.576,low,0.314,0.815,0.423,0.804,0.005,-0.557,0.557
20260127_172224,1769506007.21279,0.3,0.977,0.141,0.119,0.0,0.49,0.39,0.497,0.0,0.102,1.0,1.0,0.102,0.063,0.0,1.0,0.251,-0.995,0.0,0.0,"{'tension_score': 0.026, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.063, 'eye_closure': 0.0, 'expression_instability': 0.066, 'emotional_influence': 0.0}}",{},"{'happy': 0.413, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.587, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",surprise,0.587,low,0.316,0.813,0.423,0.803,0.012,-0.563,0.563
20260127_172224,1769506007.291761,0.3,0.978,0.143,0.113,0.0,0.478,0.418,0.491,0.0,0.112,1.0,1.0,0.112,0.0,0.0,1.0,0.249,-0.996,0.0,0.0,"{'tension_score': 0.01, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.0, 'eye_closure': 0.0, 'expression_instability': 0.066, 'emotional_influence': 0.0}}","{'au7_eye_squeeze': {'intensity': 0.418, 'duration_frames': 4, 'onset_frame': 11}}","{'happy': 0.413, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.587, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",surprise,0.587,low,0.316,0.816,0.424,0.805,0.005,-0.601,0.601
20260127_172224,1769506007.3716896,0.3,0.977,0.153,0.13,0.0,0.474,0.406,0.496,0.0,0.118,1.0,1.0,0.118,0.0,0.0,1.0,0.26,-0.996,0.0,0.0,"{'tension_score': 0.121, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.0, 'eye_closure': 0.0, 'expression_instability': 0.066, 'emotional_influence': 0.111}}",{},"{'happy': 0.257, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.371, 'surprise': 0.371, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",fear,0.371,low,0.315,0.814,0.424,0.805,-0.007,-0.587,0.588
20260127_172224,1769506007.4676366,0.3,0.978,0.141,0.119,0.0,0.486,0.415,0.493,0.0,0.108,1.0,1.0,0.108,0.0,0.0,1.0,0.249,-0.995,0.0,0.0,"{'tension_score': 0.01, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.0, 'eye_closure': 0.0, 'expression_instability': 0.065, 'emotional_influence': 0.0}}","{'au7_eye_squeeze': {'intensity': 0.415, 'duration_frames': 4, 'onset_frame': 11}}","{'happy': 0.414, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.586, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",surprise,0.586,low,0.318,0.814,0.427,0.805,0.017,-0.587,0.587
20260127_172224,1769506007.5483649,0.3,0.977,0.145,0.121,0.0,0.478,0.419,0.497,0.0,0.097,1.0,1.0,0.097,0.0,0.0,1.0,0.273,-0.996,0.0,0.0,"{'tension_score': 0.01, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.0, 'eye_closure': 0.0, 'expression_instability': 0.065, 'emotional_influence': 0.0}}","{'au7_eye_squeeze': {'intensity': 0.419, 'duration_frames': 2, 'onset_frame': 13}}","{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 1.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",surprise,1.0,low,0.318,0.814,0.427,0.803,-0.014,-0.579,0.579
20260127_172224,1769506007.6321423,0.3,0.979,0.148,0.129,0.0,0.486,0.414,0.496,0.0,0.084,1.0,1.0,0.084,0.0,0.059,1.0,0.263,-0.995,0.0,0.0,"{'tension_score': 0.01, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.0, 'eye_closure': 0.0, 'expression_instability': 0.065, 'emotional_influence': 0.0}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 1.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",surprise,1.0,low,0.32,0.815,0.428,0.805,0.006,-0.565,0.565
20260127_172224,1769506007.7300465,0.3,0.976,0.153,0.129,0.0,0.468,0.399,0.491,0.0,0.123,1.0,1.0,0.123,0.0,0.0,1.0,0.254,-0.996,0.0,0.0,"{'tension_score': 0.121, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.0, 'eye_closure': 0.0, 'expression_instability': 0.065, 'emotional_influence': 0.112}}",{},"{'happy': 0.257, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.372, 'surprise': 0.372, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",fear,0.372,low,0.32,0.814,0.428,0.804,0.005,-0.611,0.611
20260127_172224,1769506007.8202336,0.3,0.978,0.162,0.148,0.0,0.464,0.38,0.492,0.0,0.122,1.0,1.0,0.122,0.0,0.025,1.0,0.259,-0.996,0.0,0.0,"{'tension_score': 0.122, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.0, 'eye_closure': 0.0, 'expression_instability': 0.065, 'emotional_influence': 0.112}}",{},"{'happy': 0.251, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.374, 'surprise': 0.374, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",fear,0.374,low,0.321,0.814,0.429,0.806,0.001,-0.617,0.617
20260127_172224,1769506007.900802,0.3,0.98,0.148,0.131,0.0,0.473,0.402,0.493,0.0,0.109,1.0,1.0,0.109,0.0,0.065,1.0,0.266,-0.997,0.0,0.0,"{'tension_score': 0.01, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.0, 'eye_closure': 0.0, 'expression_instability': 0.064, 'emotional_influence': 0.0}}",{},"{'happy': 0.405, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.595, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",surprise,0.595,low,0.321,0.815,0.429,0.806,-0.005,-0.605,0.605
20260127_172224,1769506007.9779975,0.3,0.979,0.153,0.139,0.0,0.458,0.402,0.486,0.0,0.112,0.945,1.0,0.112,0.0,0.0,1.0,0.248,-0.997,0.0,0.0,"{'tension_score': 0.122, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.0, 'eye_closure': 0.0, 'expression_instability': 0.064, 'emotional_influence': 0.113}}",{},"{'happy': 0.249, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.376, 'surprise': 0.376, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",fear,0.376,low,0.322,0.818,0.43,0.806,0.013,-0.643,0.643
20260127_172224,1769506008.0606866,0.3,0.981,0.157,0.15,0.0,0.454,0.35,0.485,0.0,0.132,0.955,1.0,0.132,0.0,0.0,1.0,0.248,-0.997,0.0,0.0,"{'tension_score': 0.122, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.0, 'eye_closure': 0.0, 'expression_instability': 0.064, 'emotional_influence': 0.112}}",{},"{'happy': 0.251, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.374, 'surprise': 0.374, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",fear,0.374,low,0.322,0.815,0.429,0.804,0.001,-0.658,0.658
20260127_172224,1769506008.140139,0.3,0.976,0.134,0.117,0.0,0.494,0.375,0.493,0.0,0.127,1.0,1.0,0.127,0.0,0.0,1.0,0.237,-0.996,0.0,0.0,"{'tension_score': 0.01, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.0, 'eye_closure': 0.0, 'expression_instability': 0.064, 'emotional_influence': 0.0}}",{},"{'happy': 0.427, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.573, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",surprise,0.573,low,0.324,0.805,0.43,0.792,0.006,-0.584,0.584
